ID,X,Y,TerrainType,FeatureType,ContinentType,ResourceType,ResourceCount
1557,127,11,TERRAIN_COAST,"","","",0
1558,128,11,TERRAIN_COAST,"","","",0
1559,129,11,TERRAIN_COAST,"","","",0
1560,0,12,TERRAIN_OCEAN,"","","",0
1561,1,12,TERRAIN_OCEAN,"","","",0
1562,2,12,TERRAIN_OCEAN,"","","",0
1563,3,12,TERRAIN_OCEAN,"","","",0
1564,4,12,TERRAIN_OCEAN,"","","",0
1565,5,12,TERRAIN_OCEAN,"","","",0
1566,6,12,TERRAIN_OCEAN,"","","",0
1567,7,12,TERRAIN_OCEAN,"","","",0
1568,8,12,TERRAIN_OCEAN,"","","",0
1569,9,12,TERRAIN_OCEAN,"","","",0
1570,10,12,TERRAIN_OCEAN,"","","",0
1571,11,12,TERRAIN_OCEAN,"","","",0
1572,12,12,TERRAIN_OCEAN,"","","",0
1573,13,12,TERRAIN_OCEAN,"","","",0
1574,14,12,TERRAIN_OCEAN,"","","",0
1575,15,12,TERRAIN_OCEAN,"","","",0
1576,16,12,TERRAIN_OCEAN,"","","",0
1577,17,12,TERRAIN_OCEAN,"","","",0
1578,18,12,TERRAIN_OCEAN,"","","",0
1579,19,12,TERRAIN_OCEAN,"","","",0
1580,20,12,TERRAIN_OCEAN,"","","",0
1581,21,12,TERRAIN_OCEAN,"","","",0
1582,22,12,TERRAIN_OCEAN,"","","",0
1583,23,12,TERRAIN_OCEAN,"","","",0
1584,24,12,TERRAIN_OCEAN,"","","",0
1585,25,12,TERRAIN_OCEAN,"","","",0
1586,26,12,TERRAIN_OCEAN,"","","",0
1587,27,12,TERRAIN_OCEAN,"","","",0
1588,28,12,TERRAIN_OCEAN,"","","",0
1589,29,12,TERRAIN_OCEAN,"","","",0
1590,30,12,TERRAIN_OCEAN,"","","",0
1591,31,12,TERRAIN_OCEAN,"","","",0
1592,32,12,TERRAIN_OCEAN,"","","",0
1593,33,12,TERRAIN_OCEAN,"","","",0
1594,34,12,TERRAIN_COAST,"","",RESOURCE_FISH,1
1595,35,12,TERRAIN_PLAINS,FEATURE_FOREST,CONTINENT_SOUTH_AMERICA,"",0
1596,36,12,TERRAIN_PLAINS_MOUNTAIN,"",CONTINENT_SOUTH_AMERICA,"",0
1597,37,12,TERRAIN_PLAINS_HILLS,"",CONTINENT_SOUTH_AMERICA,"",0
1598,38,12,TERRAIN_PLAINS,"",CONTINENT_SOUTH_AMERICA,"",0
1599,39,12,TERRAIN_GRASS,"",CONTINENT_SOUTH_AMERICA,RESOURCE_CATTLE,1
1600,40,12,TERRAIN_COAST,"","","",0
1601,41,12,TERRAIN_COAST,"","","",0
1602,42,12,TERRAIN_OCEAN,"","","",0
1603,43,12,TERRAIN_OCEAN,"","","",0
1604,44,12,TERRAIN_OCEAN,"","","",0
1605,45,12,TERRAIN_OCEAN,"","","",0
1606,46,12,TERRAIN_OCEAN,"","","",0
1607,47,12,TERRAIN_OCEAN,"","","",0
1608,48,12,TERRAIN_OCEAN,"","","",0
1609,49,12,TERRAIN_OCEAN,"","","",0
1610,50,12,TERRAIN_OCEAN,"","","",0
1611,51,12,TERRAIN_OCEAN,"","","",0
1612,52,12,TERRAIN_OCEAN,"","","",0
1613,53,12,TERRAIN_OCEAN,"","","",0
1614,54,12,TERRAIN_OCEAN,"","","",0
1615,55,12,TERRAIN_OCEAN,"","","",0
1616,56,12,TERRAIN_OCEAN,"","","",0
1617,57,12,TERRAIN_COAST,"","","",0
1618,58,12,TERRAIN_COAST,"","",RESOURCE_CRABS,1
1619,59,12,TERRAIN_OCEAN,"","","",0
1620,60,12,TERRAIN_OCEAN,"","","",0
1621,61,12,TERRAIN_OCEAN,"","","",0
1622,62,12,TERRAIN_OCEAN,"","","",0
1623,63,12,TERRAIN_OCEAN,"","","",0
1624,64,12,TERRAIN_OCEAN,"","","",0
1625,65,12,TERRAIN_OCEAN,"","","",0
1626,66,12,TERRAIN_OCEAN,"","","",0
1627,67,12,TERRAIN_OCEAN,"","","",0
1628,68,12,TERRAIN_OCEAN,"","","",0
1629,69,12,TERRAIN_OCEAN,"","","",0
1630,70,12,TERRAIN_OCEAN,"","","",0
1631,71,12,TERRAIN_OCEAN,"","","",0
1632,72,12,TERRAIN_OCEAN,"","","",0
1633,73,12,TERRAIN_OCEAN,"","","",0
1634,74,12,TERRAIN_OCEAN,"","","",0
1635,75,12,TERRAIN_OCEAN,"","","",0
1636,76,12,TERRAIN_OCEAN,"","","",0
1637,77,12,TERRAIN_OCEAN,"","","",0
1638,78,12,TERRAIN_OCEAN,"","","",0
1639,79,12,TERRAIN_OCEAN,"","","",0
1640,80,12,TERRAIN_OCEAN,"","","",0
1641,81,12,TERRAIN_OCEAN,"","","",0
1642,82,12,TERRAIN_OCEAN,"","","",0
1643,83,12,TERRAIN_OCEAN,"","","",0
1644,84,12,TERRAIN_OCEAN,"","","",0
1645,85,12,TERRAIN_OCEAN,"","","",0
1646,86,12,TERRAIN_OCEAN,"","","",0
1647,87,12,TERRAIN_OCEAN,"","","",0
1648,88,12,TERRAIN_OCEAN,"","","",0
1649,89,12,TERRAIN_OCEAN,"","","",0
1650,90,12,TERRAIN_OCEAN,"","","",0
1651,91,12,TERRAIN_OCEAN,"","","",0
1652,92,12,TERRAIN_OCEAN,"","","",0
1653,93,12,TERRAIN_OCEAN,"","","",0
1654,94,12,TERRAIN_OCEAN,"","","",0
1655,95,12,TERRAIN_OCEAN,"","","",0
1656,96,12,TERRAIN_OCEAN,"","","",0
1657,97,12,TERRAIN_OCEAN,"","","",0
1658,98,12,TERRAIN_OCEAN,"","","",0
1659,99,12,TERRAIN_OCEAN,"","","",0
1660,100,12,TERRAIN_OCEAN,"","","",0
1661,101,12,TERRAIN_OCEAN,"","","",0
1662,102,12,TERRAIN_OCEAN,"","","",0
1663,103,12,TERRAIN_OCEAN,"","","",0
1664,104,12,TERRAIN_OCEAN,"","","",0
1665,105,12,TERRAIN_OCEAN,"","","",0
1666,106,12,TERRAIN_OCEAN,"","","",0
1667,107,12,TERRAIN_OCEAN,"","","",0
1668,108,12,TERRAIN_OCEAN,"","","",0
1669,109,12,TERRAIN_OCEAN,"","","",0
1670,110,12,TERRAIN_OCEAN,"","","",0
1671,111,12,TERRAIN_OCEAN,"","","",0
1672,112,12,TERRAIN_COAST,"","","",0
1673,113,12,TERRAIN_COAST,"","",RESOURCE_FISH,1
1674,114,12,TERRAIN_COAST,"","","",0
1675,115,12,TERRAIN_COAST,"","","",0
1676,116,12,TERRAIN_COAST,"","","",0
1677,117,12,TERRAIN_COAST,"","","",0
1678,118,12,TERRAIN_OCEAN,"","","",0
1679,119,12,TERRAIN_OCEAN,"","","",0
1680,120,12,TERRAIN_OCEAN,"","","",0
1681,121,12,TERRAIN_OCEAN,"","","",0
1682,122,12,TERRAIN_OCEAN,"","","",0
1683,123,12,TERRAIN_COAST,"","","",0
1684,124,12,TERRAIN_COAST,"","",RESOURCE_FISH,1
1685,125,12,TERRAIN_COAST,"","","",0
1686,126,12,TERRAIN_PLAINS,"",CONTINENT_OCEANIA,"",0
1687,127,12,TERRAIN_COAST,"","","",0
1688,128,12,TERRAIN_OCEAN,"","","",0
1689,129,12,TERRAIN_OCEAN,"","","",0
1690,0,13,TERRAIN_OCEAN,"","","",0
1691,1,13,TERRAIN_OCEAN,"","","",0
1692,2,13,TERRAIN_OCEAN,"","","",0
1693,3,13,TERRAIN_OCEAN,"","","",0
1694,4,13,TERRAIN_OCEAN,"","","",0
1695,5,13,TERRAIN_OCEAN,"","","",0
1696,6,13,TERRAIN_OCEAN,"","","",0
1697,7,13,TERRAIN_OCEAN,"","","",0
1698,8,13,TERRAIN_OCEAN,"","","",0
1699,9,13,TERRAIN_OCEAN,"","","",0
1700,10,13,TERRAIN_OCEAN,"","","",0
1701,11,13,TERRAIN_OCEAN,"","","",0
1702,12,13,TERRAIN_OCEAN,"","","",0
1703,13,13,TERRAIN_OCEAN,"","","",0
1704,14,13,TERRAIN_OCEAN,"","","",0
1705,15,13,TERRAIN_OCEAN,"","","",0
1706,16,13,TERRAIN_OCEAN,"","","",0
1707,17,13,TERRAIN_OCEAN,"","","",0
1708,18,13,TERRAIN_OCEAN,"","","",0
1709,19,13,TERRAIN_OCEAN,"","","",0
1710,20,13,TERRAIN_OCEAN,"","","",0
1711,21,13,TERRAIN_OCEAN,"","","",0
1712,22,13,TERRAIN_OCEAN,"","","",0
1713,23,13,TERRAIN_OCEAN,"","","",0
1714,24,13,TERRAIN_OCEAN,"","","",0
1715,25,13,TERRAIN_OCEAN,"","","",0
1716,26,13,TERRAIN_OCEAN,"","","",0
1717,27,13,TERRAIN_OCEAN,"","","",0
1718,28,13,TERRAIN_OCEAN,"","","",0
1719,29,13,TERRAIN_OCEAN,"","","",0
1720,30,13,TERRAIN_OCEAN,"","","",0
1721,31,13,TERRAIN_OCEAN,"","","",0
1722,32,13,TERRAIN_OCEAN,"","","",0
1723,33,13,TERRAIN_COAST,"","","",0
1724,34,13,TERRAIN_PLAINS,"",CONTINENT_SOUTH_AMERICA,RESOURCE_WHEAT,1
1725,35,13,TERRAIN_PLAINS_MOUNTAIN,FEATURE_VOLCANO,CONTINENT_SOUTH_AMERICA,"",0
1726,36,13,TERRAIN_PLAINS_HILLS,"",CONTINENT_SOUTH_AMERICA,RESOURCE_URANIUM,1
1727,37,13,TERRAIN_PLAINS,"",CONTINENT_SOUTH_AMERICA,"",0
1728,38,13,TERRAIN_GRASS,"",CONTINENT_SOUTH_AMERICA,RESOURCE_CATTLE,1
1729,39,13,TERRAIN_GRASS,"",CONTINENT_SOUTH_AMERICA,"",0
1730,40,13,TERRAIN_COAST,"","","",0
1731,41,13,TERRAIN_COAST,"","","",0
1732,42,13,TERRAIN_OCEAN,"","","",0
1733,43,13,TERRAIN_OCEAN,"","","",0
1734,44,13,TERRAIN_OCEAN,"","","",0
1735,45,13,TERRAIN_OCEAN,"","","",0
1736,46,13,TERRAIN_OCEAN,"","","",0
1737,47,13,TERRAIN_OCEAN,"","","",0
1738,48,13,TERRAIN_OCEAN,"","","",0
1739,49,13,TERRAIN_OCEAN,"","","",0
1740,50,13,TERRAIN_OCEAN,"","","",0
1741,51,13,TERRAIN_OCEAN,"","","",0
1742,52,13,TERRAIN_OCEAN,"","","",0
1743,53,13,TERRAIN_OCEAN,"","","",0
1744,54,13,TERRAIN_OCEAN,"","","",0
1745,55,13,TERRAIN_OCEAN,"","","",0
1746,56,13,TERRAIN_COAST,"","","",0
1747,57,13,TERRAIN_GRASS_HILLS,"",CONTINENT_AFRICA,"",0
1748,58,13,TERRAIN_COAST,"","","",0
1749,59,13,TERRAIN_OCEAN,"","","",0
1750,60,13,TERRAIN_OCEAN,"","","",0
1751,61,13,TERRAIN_OCEAN,"","","",0
1752,62,13,TERRAIN_OCEAN,"","","",0
1753,63,13,TERRAIN_OCEAN,"","","",0
1754,64,13,TERRAIN_OCEAN,"","","",0
1755,65,13,TERRAIN_OCEAN,"","","",0
1756,66,13,TERRAIN_OCEAN,"","","",0
1757,67,13,TERRAIN_COAST,"","","",0
1758,68,13,TERRAIN_COAST,"","","",0
1759,69,13,TERRAIN_COAST,"","","",0
1760,70,13,TERRAIN_COAST,"","","",0
1761,71,13,TERRAIN_COAST,"","","",0
1762,72,13,TERRAIN_OCEAN,"","","",0
1763,73,13,TERRAIN_OCEAN,"","","",0
1764,74,13,TERRAIN_OCEAN,"","","",0
1765,75,13,TERRAIN_OCEAN,"","","",0
1766,76,13,TERRAIN_OCEAN,"","","",0
1767,77,13,TERRAIN_OCEAN,"","","",0
1768,78,13,TERRAIN_OCEAN,"","","",0
1769,79,13,TERRAIN_OCEAN,"","","",0
1770,80,13,TERRAIN_OCEAN,"","","",0
1771,81,13,TERRAIN_OCEAN,"","","",0
1772,82,13,TERRAIN_OCEAN,"","","",0
1773,83,13,TERRAIN_OCEAN,"","","",0
1774,84,13,TERRAIN_OCEAN,"","","",0
1775,85,13,TERRAIN_OCEAN,"","","",0
1776,86,13,TERRAIN_OCEAN,"","","",0
1777,87,13,TERRAIN_OCEAN,"","","",0
1778,88,13,TERRAIN_OCEAN,"","","",0
1779,89,13,TERRAIN_OCEAN,"","","",0
1780,90,13,TERRAIN_OCEAN,"","","",0
1781,91,13,TERRAIN_OCEAN,"","","",0
1782,92,13,TERRAIN_OCEAN,"","","",0
1783,93,13,TERRAIN_OCEAN,"","","",0
1784,94,13,TERRAIN_OCEAN,"","","",0
1785,95,13,TERRAIN_OCEAN,"","","",0
1786,96,13,TERRAIN_OCEAN,"","","",0
1787,97,13,TERRAIN_OCEAN,"","","",0
1788,98,13,TERRAIN_OCEAN,"","","",0
1789,99,13,TERRAIN_OCEAN,"","","",0
1790,100,13,TERRAIN_OCEAN,"","","",0
1791,101,13,TERRAIN_OCEAN,"","","",0
1792,102,13,TERRAIN_COAST,"","","",0
1793,103,13,TERRAIN_COAST,"","","",0
1794,104,13,TERRAIN_COAST,"","","",0
1795,105,13,TERRAIN_COAST,"","","",0
1796,106,13,TERRAIN_COAST,"","","",0
1797,107,13,TERRAIN_COAST,"","","",0
1798,108,13,TERRAIN_OCEAN,"","","",0
1799,109,13,TERRAIN_OCEAN,"","","",0
1800,110,13,TERRAIN_OCEAN,"","","",0
1801,111,13,TERRAIN_COAST,"","","",0
1802,112,13,TERRAIN_COAST,"","",RESOURCE_FISH,1
1803,113,13,TERRAIN_PLAINS,"",CONTINENT_OCEANIA,"",0
1804,114,13,TERRAIN_PLAINS,"",CONTINENT_OCEANIA,"",0
1805,115,13,TERRAIN_PLAINS,FEATURE_FOREST,CONTINENT_OCEANIA,"",0
1806,116,13,TERRAIN_COAST,"","",RESOURCE_CRABS,1
1807,117,13,TERRAIN_COAST,"","","",0
1808,118,13,TERRAIN_OCEAN,"","","",0
1809,119,13,TERRAIN_OCEAN,"","","",0
1810,120,13,TERRAIN_OCEAN,"","","",0
1811,121,13,TERRAIN_OCEAN,"","","",0
1812,122,13,TERRAIN_OCEAN,"","","",0
1813,123,13,TERRAIN_COAST,"","","",0
1814,124,13,TERRAIN_COAST,"","","",0
1815,125,13,TERRAIN_PLAINS,FEATURE_FOREST,CONTINENT_OCEANIA,"",0
1816,126,13,TERRAIN_PLAINS_HILLS,"",CONTINENT_OCEANIA,RESOURCE_SHEEP,1
1817,127,13,TERRAIN_COAST,"","","",0
1818,128,13,TERRAIN_OCEAN,"","","",0
1819,129,13,TERRAIN_OCEAN,"","","",0
1820,0,14,TERRAIN_OCEAN,"","","",0
1821,1,14,TERRAIN_OCEAN,"","","",0
1822,2,14,TERRAIN_OCEAN,"","","",0
1823,3,14,TERRAIN_OCEAN,"","","",0
1824,4,14,TERRAIN_OCEAN,"","","",0
1825,5,14,TERRAIN_OCEAN,"","","",0
1826,6,14,TERRAIN_OCEAN,"","","",0
1827,7,14,TERRAIN_OCEAN,"","","",0
1828,8,14,TERRAIN_OCEAN,"","","",0
1829,9,14,TERRAIN_OCEAN,"","","",0
1830,10,14,TERRAIN_OCEAN,"","","",0
1831,11,14,TERRAIN_OCEAN,"","","",0
1832,12,14,TERRAIN_OCEAN,"","","",0
1833,13,14,TERRAIN_OCEAN,"","","",0
1834,14,14,TERRAIN_OCEAN,"","","",0
1835,15,14,TERRAIN_OCEAN,"","","",0
1836,16,14,TERRAIN_OCEAN,"","","",0
1837,17,14,TERRAIN_OCEAN,"","","",0
1838,18,14,TERRAIN_OCEAN,"","","",0
1839,19,14,TERRAIN_OCEAN,"","","",0
1840,20,14,TERRAIN_OCEAN,"","","",0
1841,21,14,TERRAIN_OCEAN,"","","",0
1842,22,14,TERRAIN_OCEAN,"","","",0
1843,23,14,TERRAIN_OCEAN,"","","",0
1844,24,14,TERRAIN_OCEAN,"","","",0
1845,25,14,TERRAIN_OCEAN,"","","",0
1846,26,14,TERRAIN_OCEAN,"","","",0
1847,27,14,TERRAIN_OCEAN,"","","",0
1848,28,14,TERRAIN_OCEAN,"","","",0
1849,29,14,TERRAIN_OCEAN,"","","",0
1850,30,14,TERRAIN_OCEAN,"","","",0
1851,31,14,TERRAIN_OCEAN,"","","",0
1852,32,14,TERRAIN_OCEAN,"","","",0
1853,33,14,TERRAIN_OCEAN,"","","",0
1854,34,14,TERRAIN_COAST,"","","",0
1855,35,14,TERRAIN_PLAINS,"",CONTINENT_SOUTH_AMERICA,RESOURCE_WHEAT,1
1856,36,14,TERRAIN_PLAINS_MOUNTAIN,FEATURE_VOLCANO,CONTINENT_SOUTH_AMERICA,"",0
1857,37,14,TERRAIN_PLAINS_HILLS,"",CONTINENT_SOUTH_AMERICA,RESOURCE_COPPER,1
1858,38,14,TERRAIN_PLAINS,"",CONTINENT_SOUTH_AMERICA,RESOURCE_HONEY,1
1859,39,14,TERRAIN_GRASS,"",CONTINENT_SOUTH_AMERICA,"",0
1860,40,14,TERRAIN_COAST,"","","",0
1861,41,14,TERRAIN_COAST,"","","",0
1862,42,14,TERRAIN_COAST,"","","",0
1863,43,14,TERRAIN_COAST,"","","",0
1864,44,14,TERRAIN_OCEAN,"","","",0
1865,45,14,TERRAIN_OCEAN,"","","",0
1866,46,14,TERRAIN_OCEAN,"","","",0
1867,47,14,TERRAIN_OCEAN,"","","",0
1868,48,14,TERRAIN_OCEAN,"","","",0
1869,49,14,TERRAIN_OCEAN,"","","",0
1870,50,14,TERRAIN_OCEAN,"","","",0
1871,51,14,TERRAIN_OCEAN,"","","",0
1872,52,14,TERRAIN_OCEAN,"","","",0
1873,53,14,TERRAIN_OCEAN,"","","",0
1874,54,14,TERRAIN_OCEAN,"","","",0
1875,55,14,TERRAIN_OCEAN,"","","",0
1876,56,14,TERRAIN_OCEAN,"","","",0
1877,57,14,TERRAIN_COAST,"","",RESOURCE_CRABS,1
1878,58,14,TERRAIN_COAST,"","","",0
1879,59,14,TERRAIN_OCEAN,"","","",0
1880,60,14,TERRAIN_OCEAN,"","","",0
1881,61,14,TERRAIN_OCEAN,"","","",0
1882,62,14,TERRAIN_OCEAN,"","","",0
1883,63,14,TERRAIN_OCEAN,"","","",0
1884,64,14,TERRAIN_OCEAN,"","","",0
1885,65,14,TERRAIN_OCEAN,"","","",0
1886,66,14,TERRAIN_OCEAN,"","","",0
1887,67,14,TERRAIN_COAST,"","","",0
1888,68,14,TERRAIN_COAST,"","","",0
1889,69,14,TERRAIN_COAST,"","","",0
1890,70,14,TERRAIN_COAST,"","",RESOURCE_FISH,1
1891,71,14,TERRAIN_COAST,"","","",0
1892,72,14,TERRAIN_COAST,"","","",0
1893,73,14,TERRAIN_OCEAN,"","","",0
1894,74,14,TERRAIN_OCEAN,"","","",0
1895,75,14,TERRAIN_OCEAN,"","","",0
1896,76,14,TERRAIN_OCEAN,"","","",0
1897,77,14,TERRAIN_OCEAN,"","","",0
1898,78,14,TERRAIN_OCEAN,"","","",0
1899,79,14,TERRAIN_OCEAN,"","","",0
1900,80,14,TERRAIN_OCEAN,"","","",0
1901,81,14,TERRAIN_OCEAN,"","","",0
1902,82,14,TERRAIN_OCEAN,"","","",0
1903,83,14,TERRAIN_OCEAN,"","","",0
1904,84,14,TERRAIN_OCEAN,"","","",0
1905,85,14,TERRAIN_OCEAN,"","","",0
1906,86,14,TERRAIN_OCEAN,"","","",0
1907,87,14,TERRAIN_OCEAN,"","","",0
1908,88,14,TERRAIN_OCEAN,"","","",0
1909,89,14,TERRAIN_OCEAN,"","","",0
1910,90,14,TERRAIN_OCEAN,"","","",0
1911,91,14,TERRAIN_OCEAN,"","","",0
1912,92,14,TERRAIN_OCEAN,"","","",0
1913,93,14,TERRAIN_OCEAN,"","","",0
1914,94,14,TERRAIN_OCEAN,"","","",0
1915,95,14,TERRAIN_OCEAN,"","","",0
1916,96,14,TERRAIN_OCEAN,"","","",0
1917,97,14,TERRAIN_OCEAN,"","","",0
1918,98,14,TERRAIN_OCEAN,"","","",0
1919,99,14,TERRAIN_OCEAN,"","","",0
1920,100,14,TERRAIN_OCEAN,"","","",0
1921,101,14,TERRAIN_OCEAN,"","","",0
1922,102,14,TERRAIN_COAST,"","","",0
1923,103,14,TERRAIN_COAST,"","","",0
1924,104,14,TERRAIN_COAST,"","",RESOURCE_FISH,1
1925,105,14,TERRAIN_COAST,"","","",0
1926,106,14,TERRAIN_COAST,"","","",0
1927,107,14,TERRAIN_COAST,"","","",0
1928,108,14,TERRAIN_COAST,"","","",0
1929,109,14,TERRAIN_COAST,"","","",0
1930,110,14,TERRAIN_COAST,"","","",0
1931,111,14,TERRAIN_COAST,"","","",0
1932,112,14,TERRAIN_COAST,"","","",0
1933,113,14,TERRAIN_GRASS,"",CONTINENT_OCEANIA,"",0
1934,114,14,TERRAIN_PLAINS_HILLS,"",CONTINENT_OCEANIA,RESOURCE_SHEEP,1
1935,115,14,TERRAIN_PLAINS_MOUNTAIN,"",CONTINENT_OCEANIA,"",0
1936,116,14,TERRAIN_PLAINS,FEATURE_FOREST,CONTINENT_OCEANIA,"",0
1937,117,14,TERRAIN_COAST,"","","",0
1938,118,14,TERRAIN_COAST,"","","",0
1939,119,14,TERRAIN_OCEAN,"","","",0
1940,120,14,TERRAIN_OCEAN,"","","",0
1941,121,14,TERRAIN_OCEAN,"","","",0
1942,122,14,TERRAIN_OCEAN,"","","",0
1943,123,14,TERRAIN_OCEAN,"","","",0
1944,124,14,TERRAIN_COAST,"","","",0
1945,125,14,TERRAIN_PLAINS,FEATURE_GEOTHERMAL_FISSURE,CONTINENT_OCEANIA,"",0
1946,126,14,TERRAIN_COAST,"","","",0
1947,127,14,TERRAIN_COAST,"","",RESOURCE_FISH,1
1948,128,14,TERRAIN_OCEAN,"","","",0
1949,129,14,TERRAIN_OCEAN,"","","",0
1950,0,15,TERRAIN_OCEAN,"","","",0
1951,1,15,TERRAIN_OCEAN,"","","",0
1952,2,15,TERRAIN_OCEAN,"","","",0
1953,3,15,TERRAIN_OCEAN,"","","",0
1954,4,15,TERRAIN_OCEAN,"","","",0
1955,5,15,TERRAIN_OCEAN,"","","",0
1956,6,15,TERRAIN_OCEAN,"","","",0
1957,7,15,TERRAIN_OCEAN,"","","",0
1958,8,15,TERRAIN_OCEAN,"","","",0
1959,9,15,TERRAIN_OCEAN,"","","",0
1960,10,15,TERRAIN_OCEAN,"","","",0
1961,11,15,TERRAIN_OCEAN,"","","",0
1962,12,15,TERRAIN_OCEAN,"","","",0
1963,13,15,TERRAIN_OCEAN,"","","",0
1964,14,15,TERRAIN_OCEAN,"","","",0
1965,15,15,TERRAIN_OCEAN,"","","",0
1966,16,15,TERRAIN_OCEAN,"","","",0
1967,17,15,TERRAIN_OCEAN,"","","",0
1968,18,15,TERRAIN_OCEAN,"","","",0
1969,19,15,TERRAIN_OCEAN,"","","",0
1970,20,15,TERRAIN_OCEAN,"","","",0
1971,21,15,TERRAIN_OCEAN,"","","",0
1972,22,15,TERRAIN_OCEAN,"","","",0
1973,23,15,TERRAIN_OCEAN,"","","",0
1974,24,15,TERRAIN_OCEAN,"","","",0
1975,25,15,TERRAIN_OCEAN,"","","",0
1976,26,15,TERRAIN_OCEAN,"","","",0
1977,27,15,TERRAIN_OCEAN,"","","",0
1978,28,15,TERRAIN_OCEAN,"","","",0
1979,29,15,TERRAIN_OCEAN,"","","",0
1980,30,15,TERRAIN_OCEAN,"","","",0
1981,31,15,TERRAIN_OCEAN,"","","",0
1982,32,15,TERRAIN_OCEAN,"","","",0
1983,33,15,TERRAIN_COAST,"","","",0
1984,34,15,TERRAIN_COAST,"","","",0
1985,35,15,TERRAIN_DESERT,"",CONTINENT_SOUTH_AMERICA,"",0
1986,36,15,TERRAIN_DESERT_MOUNTAIN,"",CONTINENT_SOUTH_AMERICA,"",0
1987,37,15,TERRAIN_PLAINS,"",CONTINENT_SOUTH_AMERICA,"",0
1988,38,15,TERRAIN_GRASS,"",CONTINENT_SOUTH_AMERICA,"",0
1989,39,15,TERRAIN_GRASS,"",CONTINENT_SOUTH_AMERICA,"",0
1990,40,15,TERRAIN_GRASS,"",CONTINENT_SOUTH_AMERICA,"",0
1991,41,15,TERRAIN_GRASS,"",CONTINENT_SOUTH_AMERICA,RESOURCE_CATTLE,1
1992,42,15,TERRAIN_COAST,"","","",0
1993,43,15,TERRAIN_COAST,"","","",0
1994,44,15,TERRAIN_COAST,"","","",0
1995,45,15,TERRAIN_OCEAN,"","","",0
1996,46,15,TERRAIN_OCEAN,"","","",0
1997,47,15,TERRAIN_OCEAN,"","","",0
1998,48,15,TERRAIN_OCEAN,"","","",0
1999,49,15,TERRAIN_OCEAN,"","","",0
2000,50,15,TERRAIN_OCEAN,"","","",0
2001,51,15,TERRAIN_OCEAN,"","","",0
2002,52,15,TERRAIN_OCEAN,"","","",0
2003,53,15,TERRAIN_OCEAN,"","","",0
2004,54,15,TERRAIN_OCEAN,"","","",0
2005,55,15,TERRAIN_OCEAN,"","","",0
2006,56,15,TERRAIN_OCEAN,"","","",0
2007,57,15,TERRAIN_OCEAN,"","","",0
2008,58,15,TERRAIN_OCEAN,"","","",0
2009,59,15,TERRAIN_OCEAN,"","","",0
2010,60,15,TERRAIN_OCEAN,"","","",0
2011,61,15,TERRAIN_OCEAN,"","","",0
2012,62,15,TERRAIN_OCEAN,"","","",0
2013,63,15,TERRAIN_OCEAN,"","","",0
2014,64,15,TERRAIN_OCEAN,"","","",0
2015,65,15,TERRAIN_OCEAN,"","","",0
2016,66,15,TERRAIN_COAST,"","","",0
2017,67,15,TERRAIN_COAST,"","","",0
2018,68,15,TERRAIN_GRASS,"",CONTINENT_AFRICA,RESOURCE_CATTLE,1
2019,69,15,TERRAIN_GRASS,"",CONTINENT_AFRICA,"",0
2020,70,15,TERRAIN_GRASS,"",CONTINENT_AFRICA,RESOURCE_OLIVES,1
2021,71,15,TERRAIN_GRASS,"",CONTINENT_AFRICA,"",0
2022,72,15,TERRAIN_COAST,FEATURE_REEF,"",RESOURCE_FISH,1
2023,73,15,TERRAIN_OCEAN,"","","",0
2024,74,15,TERRAIN_OCEAN,"","","",0
2025,75,15,TERRAIN_OCEAN,"","","",0
2026,76,15,TERRAIN_OCEAN,"","","",0
2027,77,15,TERRAIN_OCEAN,"","","",0
2028,78,15,TERRAIN_OCEAN,"","","",0
2029,79,15,TERRAIN_OCEAN,"","","",0
2030,80,15,TERRAIN_OCEAN,"","","",0
2031,81,15,TERRAIN_OCEAN,"","","",0
2032,82,15,TERRAIN_OCEAN,"","","",0
2033,83,15,TERRAIN_OCEAN,"","","",0
2034,84,15,TERRAIN_OCEAN,"","","",0
2035,85,15,TERRAIN_OCEAN,"","","",0
2036,86,15,TERRAIN_OCEAN,"","","",0
2037,87,15,TERRAIN_OCEAN,"","","",0
2038,88,15,TERRAIN_OCEAN,"","","",0
2039,89,15,TERRAIN_OCEAN,"","","",0
2040,90,15,TERRAIN_OCEAN,"","","",0
2041,91,15,TERRAIN_OCEAN,"","","",0
2042,92,15,TERRAIN_OCEAN,"","","",0
2043,93,15,TERRAIN_OCEAN,"","","",0
2044,94,15,TERRAIN_OCEAN,"","","",0
2045,95,15,TERRAIN_OCEAN,"","","",0
2046,96,15,TERRAIN_OCEAN,"","","",0
2047,97,15,TERRAIN_OCEAN,"","","",0
2048,98,15,TERRAIN_OCEAN,"","","",0
2049,99,15,TERRAIN_OCEAN,"","","",0
2050,100,15,TERRAIN_OCEAN,"","","",0
2051,101,15,TERRAIN_COAST,"","","",0
2052,102,15,TERRAIN_COAST,"","","",0
2053,103,15,TERRAIN_GRASS,"",CONTINENT_OCEANIA,RESOURCE_CATTLE,1
2054,104,15,TERRAIN_GRASS,FEATURE_FOREST,CONTINENT_OCEANIA,"",0
2055,105,15,TERRAIN_PLAINS,"",CONTINENT_OCEANIA,"",0
2056,106,15,TERRAIN_PLAINS,"",CONTINENT_OCEANIA,"",0
